Statistical profiling result from ccl-v8.log, (5206 ticks, 16 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     14  100.0%            LazyCompile: ~_renderTemplate /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:260:18
     13   48.1%        LazyCompile: *render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:150:15
     13  100.0%          t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
     25    2.9%      LazyCompile: *next /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:478:32
     25  100.0%        LazyCompile: *parse /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
     25  100.0%          LazyCompile: ~parseWithoutProcessing /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:33:32
     15   60.0%            LazyCompile: ~parse /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:51:15
     10   40.0%            LazyCompile: *render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:150:15
     18    2.1%      LazyCompile: ~getOptions internal/fs/utils.js:284:20
     10   55.6%        LazyCompile: ~readFileSync fs.js:374:22
      9   90.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
      9  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:916:33
      1   10.0%          LazyCompile: ~Module._extensions..json internal/modules/cjs/loader.js:1097:39
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:916:33
      8   44.4%        LazyCompile: ~readFile fs.js:310:18
      8  100.0%          LazyCompile: ~go$readFile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/graceful-fs/graceful-fs.js:117:26
      8  100.0%            LazyCompile: ~readFile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/graceful-fs/graceful-fs.js:111:21
     16    1.9%      LazyCompile: *render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:150:15
     14   87.5%        t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      2   12.5%        LazyCompile: *renderView /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      2  100.0%          t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
     14    1.6%      LazyCompile: *next /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:176:16
      5   35.7%        LazyCompile: ~strategy.pass /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/passport/lib/middleware/authenticate.js:342:31
      5  100.0%          LazyCompile: ~SessionStrategy.authenticate /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/passport/lib/strategies/session.js:44:50
      5  100.0%            LazyCompile: ~attempt /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/passport/lib/middleware/authenticate.js:177:22
      3   21.4%        LazyCompile: ~initialize /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/passport/lib/middleware/initialize.js:44:29
      3  100.0%          LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
      3  100.0%            LazyCompile: *next /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:176:16
      2   14.3%        LazyCompile: ~session /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:179:26
      2  100.0%          LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
      2  100.0%            LazyCompile: *next /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:176:16
      2   14.3%        LazyCompile: ~jsonParser /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/body-parser/lib/types/json.js:98:30
      2  100.0%          LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
      2  100.0%            LazyCompile: *next /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:176:16
      1    7.1%        LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:136:31
      1  100.0%          LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/application.js:158:29
      1  100.0%            LazyCompile: ~app /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/express.js:38:21
      1    7.1%        LazyCompile: ~cookieParser /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/cookie-parser/index.js:44:32
      1  100.0%          LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            LazyCompile: *next /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:176:16
     12    1.4%      LazyCompile: ~renderView /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      9   75.0%        t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      3   25.0%        LazyCompile: ~render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/view.js:133:40
      3  100.0%          LazyCompile: ~tryRender /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/application.js:638:19
      3  100.0%            LazyCompile: ~render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/application.js:531:29
     12    1.4%      LazyCompile: ~render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:150:15
     12  100.0%        t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
     12    1.4%      LazyCompile: ~initialize /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/passport/lib/middleware/initialize.js:44:29
     12  100.0%        LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
     11   91.7%          LazyCompile: *next /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:176:16
     11  100.0%            LazyCompile: ~error /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/serve-static/index.js:115:39
      1    8.3%          LazyCompile: ~trim_prefix /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:288:23
      1  100.0%            LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:275:64
     10    1.2%      LazyCompile: ~session /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:179:26
     10  100.0%        LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
      9   90.0%          LazyCompile: *next /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:176:16
      9  100.0%            LazyCompile: ~cookieParser /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/cookie-parser/index.js:44:32
      1   10.0%          LazyCompile: ~trim_prefix /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:288:23
      1  100.0%            LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:275:64
     10    1.2%      LazyCompile: ~send /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/response.js:107:25
      7   70.0%        LazyCompile: *renderView /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      7  100.0%          t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      3   30.0%        LazyCompile: ~done /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/response.js:1006:27
      3  100.0%          LazyCompile: ~renderView /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      3  100.0%            t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
     10    1.2%      LazyCompile: ~resOnFinish _http_server.js:756:21
      8   80.0%        LazyCompile: *emit events.js:264:44
      8  100.0%          LazyCompile: ~onFinish _http_outgoing.js:764:18
      8  100.0%            LazyCompile: ~callback internal/streams/writable.js:511:44
      2   20.0%        LazyCompile: ~emit events.js:264:44
      2  100.0%          LazyCompile: ~onFinish _http_outgoing.js:764:18
      2  100.0%            LazyCompile: ~callback internal/streams/writable.js:511:44
     10    1.2%      LazyCompile: ~inflight /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/inflight/inflight.js:7:19
     10  100.0%        LazyCompile: ~wrapper /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/wrappy/wrappy.js:19:19
     10  100.0%          LazyCompile: ~Glob._readdir /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/glob/glob.js:525:36
     10  100.0%            LazyCompile: ~Glob._processGlobStar /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/glob/glob.js:623:44
     10    1.2%      LazyCompile: ~expressInit /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/middleware/init.js:29:30
     10  100.0%        LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
      9   90.0%          LazyCompile: *next /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:176:16
      9  100.0%            LazyCompile: ~query /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/middleware/query.js:39:24
      1   10.0%          LazyCompile: ~trim_prefix /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:288:23
      1  100.0%            LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:275:64
     10    1.2%      LazyCompile: ~end _http_outgoing.js:769:45
     10  100.0%        LazyCompile: ~end /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:250:27
     10  100.0%          LazyCompile: ~send /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/response.js:107:25
      7   70.0%            LazyCompile: ~done /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/response.js:1006:27
      3   30.0%            LazyCompile: *renderView /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      9    1.1%      LazyCompile: ~setWriteHeadHeaders /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/on-headers/index.js:105:30
      9  100.0%        LazyCompile: ~writeHead /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/on-headers/index.js:28:29
      9  100.0%          LazyCompile: ~_implicitHeader _http_server.js:245:68
      9  100.0%            LazyCompile: ~write_ _http_outgoing.js:678:16
      9    1.1%      LazyCompile: ~resume_ internal/streams/readable.js:965:17
      6   66.7%        LazyCompile: *processTicksAndRejections internal/process/task_queues.js:65:35
      3   33.3%        LazyCompile: ~processTicksAndRejections internal/process/task_queues.js:65:35
      9    1.1%      LazyCompile: ~moveHelperToHooks /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/helpers.js:48:27
      9  100.0%        LazyCompile: ~ret._setup /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/runtime.js:217:25
      9  100.0%          LazyCompile: ~ret /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/runtime.js:188:15
      5   55.6%            LazyCompile: ~ret /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      4   44.4%            LazyCompile: *render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:150:15
     41    1.5%    T __ZN2v88internal21Builtin_JsonStringifyEiPmPNS0_7IsolateE
     14   34.1%      LazyCompile: ~hash /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:592:14
     12   85.7%        LazyCompile: ~isModified /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:421:24
     10   83.3%          LazyCompile: ~shouldSave /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:436:24
     10  100.0%            LazyCompile: ~end /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:250:27
      2   16.7%          LazyCompile: ~shouldSetCookie /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:460:29
      2  100.0%            LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:220:28
      2   14.3%        LazyCompile: ~generate /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:359:22
      2  100.0%          LazyCompile: ~session /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:179:26
      2  100.0%            LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
      8   19.5%      LazyCompile: ~setupHelperArgs /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1104:44
      6   75.0%        LazyCompile: *invokeAmbiguous /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      4   66.7%          LazyCompile: *compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      4  100.0%            LazyCompile: ~compileInput /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      2   33.3%          LazyCompile: ~compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2  100.0%            LazyCompile: ~compileInput /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      2   25.0%        LazyCompile: ~setupHelper /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1020:36
      2  100.0%          LazyCompile: ~invokeAmbiguous /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      1   50.0%            LazyCompile: ~compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1   50.0%            LazyCompile: *compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      6   14.6%      LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/index.js:171:22
      6  100.0%        LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
      6  100.0%          LazyCompile: ~next /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/route.js:114:16
      6  100.0%            LazyCompile: ~dispatch /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/route.js:98:45
      5   12.2%      LazyCompile: *setupHelperArgs /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1104:44
      5  100.0%        LazyCompile: *invokeAmbiguous /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      5  100.0%          LazyCompile: *compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      5  100.0%            LazyCompile: *render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      3    7.3%      LazyCompile: *internalNameLookup /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:66:50
      3  100.0%        LazyCompile: ~nameLookup /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:29:34
      2   66.7%          LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:505:34
      1   50.0%            LazyCompile: ~replaceStack /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:892:38
      1   50.0%            LazyCompile: *replaceStack /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:892:38
      1   33.3%          LazyCompile: ~invokeAmbiguous /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      1  100.0%            LazyCompile: *compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2    4.9%      LazyCompile: *resolvePath /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:492:36
      2  100.0%        LazyCompile: ~lookupOnContext /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:448:44
      2  100.0%          LazyCompile: *compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2  100.0%            LazyCompile: *render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      1    2.4%      LazyCompile: ~internalNameLookup /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:66:50
      1  100.0%        LazyCompile: ~nameLookup /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:29:34
      1  100.0%          LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:505:34
      1  100.0%            LazyCompile: ~replaceStack /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:892:38
      1    2.4%      LazyCompile: *lookupOnContext /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:448:44
      1  100.0%        LazyCompile: *compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%          LazyCompile: *render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      1  100.0%            t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      1    2.4%      LazyCompile: *invokeAmbiguous /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      1  100.0%        LazyCompile: *compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%          LazyCompile: *render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      1  100.0%            t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE

    479    9.2%  t __ZN4node2fsL4ReadERKN2v820FunctionCallbackInfoINS1_5ValueEEE
    479  100.0%    T __ZN2v88internal21Builtin_HandleApiCallEiPmPNS0_7IsolateE
    446   93.1%      LazyCompile: ~readSync fs.js:555:18
    446  100.0%        LazyCompile: ~tryReadSync fs.js:362:21
    446  100.0%          LazyCompile: ~readFileSync fs.js:374:22
    443   99.3%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
     33    6.9%      LazyCompile: ~read internal/fs/read_file_context.js:79:7
     33  100.0%        LazyCompile: ~readFileAfterStat fs.js:285:27

    269    5.2%  T __ZN4node10contextify17ContextifyContext15CompileFunctionERKN2v820FunctionCallbackInfoINS2_5ValueEEE
    269  100.0%    T __ZN2v88internal21Builtin_HandleApiCallEiPmPNS0_7IsolateE
    269  100.0%      LazyCompile: ~wrapSafe internal/modules/cjs/loader.js:964:18
    269  100.0%        LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1017:37
    269  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
    269  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:916:33

    107    2.1%  t __ZN4node2fsL22InternalModuleReadJSONERKN2v820FunctionCallbackInfoINS1_5ValueEEE
    107  100.0%    T __ZN2v88internal21Builtin_HandleApiCallEiPmPNS0_7IsolateE
    107  100.0%      LazyCompile: ~read internal/modules/package_json_reader.js:16:14
    105   98.1%        LazyCompile: ~readPackage internal/modules/cjs/loader.js:240:21
    104   99.0%          LazyCompile: ~resolveExports internal/modules/cjs/loader.js:422:24
    104  100.0%            LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:444:28
      2    1.9%        LazyCompile: *readPackageScope internal/modules/cjs/loader.js:271:26
      2  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
      2  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:916:33

    105    2.0%  T __ZN4node13native_module15NativeModuleEnv15CompileFunctionERKN2v820FunctionCallbackInfoINS2_5ValueEEE
    105  100.0%    T __ZN2v88internal21Builtin_HandleApiCallEiPmPNS0_7IsolateE
    105  100.0%      LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
     94   89.5%        LazyCompile: ~nativeModuleRequire internal/bootstrap/loaders.js:303:29
     17   18.1%          LazyCompile: ~setupPrepareStackTrace internal/bootstrap/node.js:252:32
     17  100.0%            Eval: ~<anonymous> internal/bootstrap/node.js:1:1
      9    9.6%          Eval: ~<anonymous> internal/bootstrap/node.js:1:1
      5    5.3%          Eval: ~<anonymous> internal/source_map/source_map_cache.js:1:1
      5  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      5    5.3%          Eval: ~<anonymous> crypto.js:1:1
      5  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      4    4.3%          Eval: ~<anonymous> stream.js:1:1
      4  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      4    4.3%          Eval: ~<anonymous> http.js:1:1
      4  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      3    3.2%          LazyCompile: ~initializeCJSLoader internal/bootstrap/pre_execution.js:407:29
      3  100.0%            LazyCompile: ~prepareMainThreadExecution internal/bootstrap/pre_execution.js:19:36
      3    3.2%          Eval: ~<anonymous> tty.js:1:1
      3  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      3    3.2%          Eval: ~<anonymous> internal/url.js:1:1
      3  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      3    3.2%          Eval: ~<anonymous> internal/modules/esm/loader.js:1:1
      3  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      3    3.2%          Eval: ~<anonymous> events.js:1:1
      3  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      2    2.1%          LazyCompile: ~setupBuffer internal/bootstrap/node.js:300:21
      2  100.0%            Eval: ~<anonymous> internal/bootstrap/node.js:1:1
      2    2.1%          Eval: ~<anonymous> tls.js:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      2    2.1%          Eval: ~<anonymous> timers.js:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      2    2.1%          Eval: ~<anonymous> internal/process/esm_loader.js:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      2    2.1%          Eval: ~<anonymous> internal/modules/esm/get_source.js:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      2    2.1%          Eval: ~<anonymous> internal/modules/cjs/loader.js:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      2    2.1%          Eval: ~<anonymous> internal/console/global.js:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      2    2.1%          Eval: ~<anonymous> fs.js:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      2    2.1%          Eval: ~<anonymous> assert.js:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      2    2.1%          Eval: ~<anonymous> _http_client.js:1:1
      2  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      1    1.1%          LazyCompile: ~setupProcessObject internal/bootstrap/node.js:271:28
      1  100.0%            Eval: ~<anonymous> internal/bootstrap/node.js:1:1
      1    1.1%          LazyCompile: ~lazyLoadStreams fs.js:1994:25
      1  100.0%            LazyCompile: ~get ReadStream fs.js:2101:17
      1    1.1%          LazyCompile: ~initializeReport internal/bootstrap/pre_execution.js:173:26
      1  100.0%            LazyCompile: ~prepareMainThreadExecution internal/bootstrap/pre_execution.js:19:36
      1    1.1%          Eval: ~<anonymous> zlib.js:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      1    1.1%          Eval: ~<anonymous> net.js:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      1    1.1%          Eval: ~<anonymous> internal/util/inspect.js:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      1    1.1%          Eval: ~<anonymous> internal/modules/cjs/helpers.js:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      1    1.1%          Eval: ~<anonymous> internal/cluster/round_robin_handle.js:1:1
